,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
1120,1120,marcorubio,1/23/2016,24,104,,,,,,"""Thanks to Lydia of CO! Her gift put us over the $50k line so she won a signed football: http:// rub.io/evtPFw pic.twitter.com/pIlprAUZqi"";;;;""690938150504374273"";https://twitter.com/marcorubio/status/690938150504374273",0.2,0
1121,1121,marcorubio,1/23/2016,161,315,,@washingtonpost,#rubiocrimespree,"""690909296008167424""",https://twitter.com/marcorubio/status/690909296008167424,"""They might need better reporters. @washingtonpost missed a lot about my ""criminal"" past... https:// youtu.be/x_q3R1ngyVA #rubiocrimespree""",-0.05,0
1122,1122,marcorubio,1/22/2016,269,467,,,,"""690710796158894080""",https://twitter.com/marcorubio/status/690710796158894080,"""Disgraceful that Obama granting another concession to Mullahs in Iran and ignoring the law yet again. http:// theblaze.com/stories/2016/0 1/21/obama-takes-action-on-visas-of-european-travelers-who-have-visited-terror-hotspots-but-not-in-the-way-you-might-think/ """,0,0
1123,1123,marcorubio,1/22/2016,538,761,,@washingtonpost,#rubiocrimespree,"""690705180598239232""",https://twitter.com/marcorubio/status/690705180598239232,"""Yesterday @washingtonpost exposed my ""criminal"" past. Here's what they didn't find... #rubiocrimespree https:// amp.twimg.com/v/a21d5c1b-e89 f-4a40-830d-877565795ba6 """,-0.325,0
1124,1124,marcorubio,1/22/2016,201,421,,,,"""690674835697991680""",https://twitter.com/marcorubio/status/690674835697991680,"""Please take some time to read this from pro-life leader Scott Klusendorf on why he has chosen to support me: http:// townhall.com/columnists/sco ttklusendorf/2016/01/22/marco-rubio-a-prolife-president-who-will-defend-human-dignity-n2108283/page/full """,0,0
1125,1125,marcorubio,1/22/2016,728,1251,,,#MarchForLife #whywemarch,"""690594460388999168""",https://twitter.com/marcorubio/status/690594460388999168,"""The right to life is a human right. #MarchForLife #whywemarch pic.twitter.com/lrI0stqwwD""",0.19047619,0
1126,1126,marcorubio,1/22/2016,259,511,,,,,,"""Today as thousands #MarchForLife  take time to read my recent op-ed defending the dignity of human life: http:// rub.io/6WPTeL"";;;#MarchForLife;""690585925030522880"";https://twitter.com/marcorubio/status/690585925030522880",0,0
1127,1127,marcorubio,1/22/2016,46,117,,,,,,"""Thanks to Michelle of MN! Her gift put us over the $40k line so she won a signed football: http:// rub.io/evtPFw pic.twitter.com/KPofBKkudx"";;;;""690574778436943872"";https://twitter.com/marcorubio/status/690574778436943872",0.2,0
1128,1128,marcorubio,1/22/2016,367,865,,,,"""690559018973028352""",https://twitter.com/marcorubio/status/690559018973028352,"""I am the consistent and strong conservative that will beat Hillary Clinton and undo the damage Obama has done. https:// amp.twimg.com/v/7ec0a4f5-fc0 1-48a9-8253-4c6b96fd24f8 """,0.341666667,0
1129,1129,marcorubio,1/21/2016,99,187,,,#FallonTonight,"""690408342007762945""",https://twitter.com/marcorubio/status/690408342007762945,"""Got more questions about me after #FallonTonight ? Check out these most googled questions: http:// youtu.be/G1Hx_jqw4Zk""",0.5,0
1130,1130,marcorubio,1/21/2016,9,26,,,,,,"""@JonathanTStack @jimmyfallon Thanks Jonathan! Glad you liked it."";;@JonathanTStack @jimmyfallon;;""690406713783091201"";https://twitter.com/marcorubio/status/690406713783091201",0.433333333,0
1131,1131,marcorubio,1/21/2016,28,76,,@MrCarney_14,,"""690406433297428481""",https://twitter.com/marcorubio/status/690406433297428481,""". @MrCarney_14 Glad to have you on the team! Make sure to get plugged in: http:// marcorubio.com/volunteer""",0.5,0
1132,1132,marcorubio,1/21/2016,6,21,,@AlexJewellaj,,"""690405928907182081""",https://twitter.com/marcorubio/status/690405928907182081,"""@AlexJewellaj Thanks for watching!""",0.2,0
1133,1133,marcorubio,1/21/2016,5,21,,@Shamus248,,"""690405862003863557""",https://twitter.com/marcorubio/status/690405862003863557,"""@Shamus248 glad you liked it! Was a lot of fun""",0.466666667,0
1134,1134,marcorubio,1/21/2016,98,385,,,#FallonTonight,"""690404743714361344""",https://twitter.com/marcorubio/status/690404743714361344,"""Thanks to everyone who watched #FallonTonight . Want to learn more? Visit http:// marcorubio.com""",0.35,0
1135,1135,marcorubio,1/21/2016,329,786,,,,,,"""I would have made a great NFL player if it weren't for my lack of size speed and talent. #FallonTonight https:// amp.twimg.com/v/35015b6e-674 4-4416-9a0c-2bf42cd7667e "";;;#FallonTonight;""690404218444742656"";https://twitter.com/marcorubio/status/690404218444742656",0.8,0
