,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
426,426,tedcruz,8/16/2016,339,496,,,,"""765694645888098304""",https://twitter.com/tedcruz/status/765694645888098304,"""If you'd like to help our neighbors on the Gulf Coast who have been devastated by flooding --> https:// twitter.com/samaritanspurs e/status/765670974918238208 """,0.0,1508167
427,427,tedcruz,8/16/2016,214,326,,,#FullRepeal,"""765586772092866561""",https://twitter.com/tedcruz/status/765586772092866561,"""#FullRepeal now: https://www. tedcruz.org/l/full-repeal- obamacare/  https:// twitter.com/weeklystandard /status/765585734485020672 """,0.0,1508167
428,428,tedcruz,8/16/2016,239,339,,@RepGosar,,"""765559532911140865""",https://twitter.com/tedcruz/status/765559532911140865,"""We need @RepGosar back in Congress https://www. conservativereview.com/commentary/201 6/08/cruz-endorses-az-conservative-paul-gosar-in-effort-to-fend-off-establishment-attacks  Please join me in supporting him http:// gosar4congress.com pic.twitter.com/1bjMSVzJPP""",0.125,1508167
429,429,tedcruz,8/15/2016,1217,1320,,,,,,"""#FullRepeal : Aetna one of the country's largest health insurers is ditching 70% of its Obamacare business http://www. businessinsider.com/aetna-ditching -70-of-obamacare-business-2016-8 "";;;#FullRepeal;""765367175729123328"";https://twitter.com/tedcruz/status/765367175729123328",0.0,1503661
430,430,tedcruz,8/15/2016,764,1062,,,,,,"""When Obama DOJ officials admit Iran views the $400 million as a ransom that's a pretty good sign it's a ransom... http:// townhall.com/tipsheet/mattv espa/2016/08/15/doj-warned-obama-administration-that-iran-would-view-400-million-as-a-ransom-n2204623 "";;;;""765288967595921409"";https://twitter.com/tedcruz/status/765288967595921409",0.475,1503661
431,431,tedcruz,8/15/2016,161,550,,,,"""765223379527884802""",https://twitter.com/tedcruz/status/765223379527884802,"""Wishing a very happy anniversary to the Governor and First Lady! https:// twitter.com/GregAbbott_TX/ status/765179912265146368 """,0.625,1503661
432,432,tedcruz,8/15/2016,290,347,,,,"""765205359770210304""",https://twitter.com/tedcruz/status/765205359770210304,"""In the WSJ: Obama Betrayed Cuba's Dissidents: http://www. wsj.com/articles/obama -betrayed-cubas-dissidents-1471211018  pic.twitter.com/AQn6f5xin0""",0.0,1503661
433,433,tedcruz,8/14/2016,295,568,,,,"""764896111144296448""",https://twitter.com/tedcruz/status/764896111144296448,"""The U.S. must stand with the opponents of Castros' ongoing tyranny http://www. miamiherald.com/opinion/op-ed/ article95432872.html """,0.0,1498849
434,434,tedcruz,8/13/2016,232,748,,,#Rio2016,"""764552869089378304""",https://twitter.com/tedcruz/status/764552869089378304,"""Proud of all our Texans at #Rio2016 ! http://www. texasmonthly.com/the-daily-post /texans-fared-really-well-first-week-rio-olympics/ """,0.8,1494066
435,435,tedcruz,8/13/2016,488,1017,,,,,,"""Everyone should be free to work and provide for your family without unnecessary govt regs. #Freedom https:// twitter.com/learnliberty/s tatus/763051487421267969 "";;;#Freedom;""764479294357680128"";https://twitter.com/tedcruz/status/764479294357680128",0.0,1494066
